"Mean_Rainfall_mm","Standard_Deviation_mm","Variance","Coefficient_of_Variation","Minimum_Rainfall_mm","Maximum_Rainfall_mm"
35.2735498839907,26.1613810205788,684.417856903901,0.741671340327797,0,114.6
