"Mean_Annual_Rainfall_mm","Standard_Deviation_mm","Variance","Coefficient_of_Variation","Minimum_Annual_Rainfall_mm","Maximum_Annual_Rainfall_mm"
422.302777777778,99.6351328917125,9927.1597063492,0.235932932802403,234.6,730.8
